
   82  HR 2804     07 24 57.087  +51 53 14.130  K5III      7.45   5.81   2.908   2.168   1.9780
   83  SAO 079521  07 34 50.409  +24 57 16.090  G2V        8.02   7.35   6.176   5.883   5.8360
   84  HR 2930     07 39 09.930  +34 35 03.640  F3III      5.30   4.90   4.058   3.891   3.8480
   85  HR 2969     07 44 04.179  +50 26 01.650  A0IIIn     5.31   5.32   5.185   5.228   5.2350
   86  HR 3003     07 46 07.447  +18 30 36.150  K4III      6.35   4.88   2.190   1.470   1.3000
   87  SAO 079846  07 59 33.934  +20 50 37.990  K0V        8.53   7.70   6.151   5.755   5.6810
   88  HR 3176     08 07 45.855  +21 34 54.530  G1IV       5.90   5.30   4.133   3.857   3.8080
   89  HR 3305     08 25 35.537  +02 06 07.950  K5III      7.28   5.73   3.050   2.365   2.2100
   90  HR 3304     08 26 27.705  +27 53 36.890  K5III      7.02   5.59   3.133   2.482   2.3390
   91  SAO 042373  08 27 50.354  +44 39 45.220  G5V       10.72   9.85   8.154   7.738   7.6660
   92  HR 3357     08 31 35.730  +18 05 39.910  K5III      6.95   5.36   2.330   1.620   1.4200
   93  HR 3403     08 40 12.818  +64 19 40.570  K1III      5.78   4.59   2.515   1.941   1.8470
   94  HR 3566     08 58 27.387  +35 48 09.510  A2V        6.50   6.51   6.518   6.526   6.5190
   95  HR 3578     08 58 43.933  -16 07 57.810  F7/F8IV/   6.39   5.86   4.680   4.380   4.3500
   96  HR 3669     09 15 13.852  +14 56 29.420  K1III      6.69   5.36   3.089   2.435   2.3100
   97  HD 082052   09 31 29.152  +55 16 24.570  A2         8.29   8.17   7.960   7.947   7.8830
   98  SAO 080969  09 41 36.342  +27 57 21.230  F8V        9.00   8.46   7.280   6.991   6.9290
   99  HR 3939     09 59 51.686  +56 48 42.500  K5III      7.01   5.50   2.887   2.203   2.0400
  100  SAO 081137  10 00 39.887  +28 10 25.130  G0V        8.57   7.99   6.899   6.615   6.5810
  101  SAO 081224  10 11 48.069  +23 45 18.690  G2V        9.06   8.43   7.149   6.848   6.7790
  102  HR 4030     10 16 32.289  +23 30 11.140  G1.5IV-V   6.64   5.90   4.739   4.443   4.4090
  103  HR 4039     10 17 14.538  +23 06 22.390  F8Vbw      6.32   5.80   4.761   4.508   4.4690
  104  HR 4085     10 24 13.176  +02 22 04.860  G9V        7.30   6.32   4.520   4.013   3.9280
  105  SAO 043442  10 43 25.528  +44 57 01.850  A7V        9.24   9.01   8.572   8.505   8.4710
  106  HR 4227     10 49 15.430  +10 32 42.720  A2V        5.34   5.31   5.163   5.141   5.1310
  107  HR 4246     10 53 34.451  +54 35 06.460  K3III      6.48   5.12   2.811   2.165   2.0350
  108  HR 4280     11 00 14.704  +45 31 34.590  K5III      6.96   5.46   2.919   2.215   2.0540
  109  HR 4309     11 04 31.226  +38 14 28.910  A3III-IV   6.16   6.00   5.658   5.592   5.5730
  110  SAO 099459  11 07 36.199  +13 51 31.750  F9V        7.87   7.32   6.272   6.036   5.9880
  111  HR 4335     11 09 39.808  +44 29 54.550  K1III      4.16   3.00   1.095   0.539   0.4240
  112  SAO 118726  11 13 13.233  +04 28 56.440  K5V        9.90   8.73   6.529   5.957   5.8480
  113  HR 4377     11 18 28.736  +33 05 39.500  K3III      4.93   3.50   1.092   0.415   0.2740
  114  SAO 081782  11 20 36.579  +23 36 51.690  G2V        9.43   8.82   7.636   7.350   7.3010
  115  HR 4421     11 29 04.563  +61 46 42.120  F5Vawvar   6.19   5.80   5.005   4.820   4.7950
  116  SAO 082086  11 59 13.562  +24 37 40.830  G0V        9.01   8.40   7.212   6.932   6.8730
  117  SAO 099910  12 01 13.768  +12 22 40.030  A1V        7.03   6.92   6.681   6.622   6.6190
  118  SAO 044005  12 02 28.916  +43 05 02.690  G8Vw       7.50   6.64   4.981   4.508   4.4260
  119  SAO 044010  12 02 59.938  +41 03 55.330  F5         8.59   8.22   7.454   7.294   7.2420
  120  SAO 044012  12 03 11.850  +47 10 17.100  K0III      9.40   8.46   6.840   6.403   6.3030
  121  HR 4608     12 05 12.539  +08 43 58.740  G8IIIa     5.10   4.13   2.435   1.964   1.9877
  122  HR 4623     12 08 24.817  -24 43 43.950  F0IV/V     4.34   4.00   3.345   3.205   3.1700
  123  HD 105601   12 09 27.800  +38 37 54.630  Am         7.65   7.37   6.813   6.713   6.6830
  124  HD 106965   12 17 57.542  +01 34 31.140  A2         7.64   7.55   7.345   7.311   7.2970
  125  SAO 015778  12 21 28.129  +61 44 50.100  G2V        8.81   8.20   6.976   6.645   6.5910
  126  HD 107906   12 23 56.793  +16 25 02.260  K2         9.76   8.93   7.453   7.075   7.0150
  127  HR 4723     12 25 18.410  -27 44 56.400  K1III      7.38   6.09   4.193   3.553   3.4070
  128  SAO 062996  12 25 18.505  +31 51 51.310  K0V        9.64   8.77   6.999   6.521   6.4380
  129  HR 4737     12 26 56.272  +28 16 06.320  K1III      5.48   4.35   2.473   1.976   1.8710
  130  HR 4758     12 30 04.774  -13 23 35.460  G1/G2V     6.91   6.35   5.620   5.315   5.2400
  131  SAO 063028  12 30 17.610  +30 59 39.720  G9V       10.10   9.10   7.284   6.809   6.7270
  132  HR 4767     12 30 50.136  +53 04 35.780  F9V        6.74   6.22   5.153   4.910   4.8620
  133  SAO 063089  12 35 47.329  +39 41 01.280  A0V        7.24   7.27   7.287   7.315   7.3210
  134  HR 4805     12 38 04.416  +03 16 56.790  A1V        6.33   6.33   6.230   6.230   6.2300
  135  HR 4813     12 39 14.766  -07 59 44.030  K2III      5.90   4.65   2.671   2.142   2.0140
  136  HR 4845     12 44 59.405  +39 16 44.090  G0V        6.50   6.00   4.815   4.530   4.4850
  137  HR 4851     12 46 38.760  +16 34 39.680  K3III      6.48   5.12   2.803   2.147   2.0120
  138  HR 4865     12 48 54.213  +14 07 21.300  A1V        5.72   5.70   5.581   5.574   5.5660
  139  HR 4883     12 51 41.921  +27 32 26.560  G0IIIp     5.56   4.93   3.687   3.398   3.3290
  140  SAO 063234  12 52 48.582  +33 44 15.260  K1V       10.55   9.45   7.436   6.920   6.8110
  141  HR 4954     13 07 10.729  +27 37 29.060  K5III      6.30   4.79   2.125   1.465   1.3150
  142  HR 4962     13 09 47.847  +16 50 55.000  K6III      7.40   5.92   3.230   2.540   2.3900
  143  SAO 119805  13 11 21.404  +09 37 33.510  G1V        9.36   8.74   7.461   7.151   7.0900
  144  HR 4983     13 11 52.393  +27 52 41.450  F9.5V      4.83   4.26   3.166   2.918   2.8730
  145  HR 5011     13 16 46.515  +09 25 26.960  G0Vs       5.81   5.22   4.106   3.860   3.8080
  146  HR 5013     13 17 15.628  +13 40 32.700  K3III      6.66   5.32   3.055   2.435   2.3000
  147  SAO 044585  13 22 45.122  +44 42 53.890  A0V        8.27   8.34   8.422   8.447   8.4710
  148  HR 5107     13 34 41.592  +00 35 44.950  A3V        3.48   3.40   3.099   3.069   3.0720
  149  HR 5213     13 49 45.505  +61 29 21.520  G3V        6.91   5.97   4.293   3.799   3.7260
  150  SAO 083052  13 53 05.300  +27 48 24.410  K1V        9.17   8.34   6.822   6.416   6.3370
  151  SAO 083309  14 21 57.216  +29 37 46.620  K5V        9.86   8.57   6.163   5.561   5.4280
  152  HR 5384     14 23 15.284  +01 14 29.640  G1V        6.90   6.30   5.033   4.716   4.6670
  153  HR 5423     14 29 36.808  +41 47 45.280  G5V        7.05   6.40   5.135   4.835   4.7650
  154  HR 5464     14 38 12.588  +43 38 31.660  K4III      7.23   5.73   3.087   2.311   2.1600
  155  HD 129653   14 42 39.560  +36 45 24.340  A2         7.43   7.28   6.970   6.925   6.9050
  156  SAO 120688  14 50 20.954  +06 48 53.740  K2V       10.06   9.09   7.276   6.796   6.7030
  157  HR 5535     14 51 01.071  -02 17 56.940  G8III      5.91   4.93   3.174   2.663   2.5950
  158  HD 132142   14 55 11.043  +53 40 49.250  K1V        8.52   7.73   6.250   5.850   5.7770
  159  HR 5570     14 57 10.999  -04 20 47.260  F0V        4.76   4.47   3.817   3.677   3.6400
  160  HD 134169   15 08 18.058  +03 55 50.140  G1Vw       8.16   7.67   7.327   6.907   6.8100
  161  HR 5648     15 08 19.537  +50 03 17.830  K0III      7.37   6.33   4.530   4.035   3.9300
  162  HR 5659     15 12 43.481  +19 17 09.690  G5V        7.36   6.68   5.455   5.120   5.0600
  163  HR 5676     15 14 29.158  +29 09 51.460  A2V        5.33   5.28   5.140   5.126   5.1190
  164  SAO 083761  15 18 59.057  +25 41 30.140  G8V        8.70   7.96   6.549   6.177   6.0970
  165  HR 5763     15 30 55.759  +40 49 58.960  K5III      6.67   5.05   2.126   1.368   1.1850
  166  SAO 140680  15 39 01.056  +00 18 41.390  G0V        8.06   7.51   6.483   6.232   6.1940
  167  HR 5847     15 43 24.859  -15 02 35.620  K0III      7.42   6.31   4.440   3.903   3.7900
  168  HR 5854     15 44 16.074  +06 25 32.250  K2IIIb     3.82   2.63   0.713   0.197   0.0790
  169  SAO 084005  15 47 40.766  +28 28 10.030  F6V        7.85   7.43   6.530   6.340   6.2860
  170  HR 5901     15 51 13.931  +35 39 26.570  K1IVa      5.82   4.82   3.066   2.592   2.4980
  171  HR 5914     15 52 40.541  +42 27 05.460  F8Ve       5.18   4.62   3.443   3.147   3.0970
  172  SAO 121258  15 55 02.837  +05 04 12.130  F0V        9.00   8.62   7.732   7.557   7.5080
  173  HR 5947     15 57 35.251  +26 52 40.360  K2III      5.38   4.14   2.010   1.405   1.2840
  174  HR 5957     15 58 57.713  +36 38 37.580  K5III      7.16   5.60   2.884   2.135   1.9710
  175  HR 5968     16 01 02.661  +33 18 12.630  G0Va       6.01   5.40   4.235   3.937   3.8800
  176  HR 5981     16 02 05.558  +52 54 57.300  K5III      7.45   5.92   3.259   2.518   2.3610
  177  HD 143921   16 03 12.416  -04 40 10.880  G5        10.48   9.70   8.170   7.840   7.7300
  178  SAO 065065  16 04 56.793  +39 09 23.430  G8V        7.39   6.66   5.236   4.841   4.7780
  179  HR 6005     16 07 22.177  +21 49 21.410  K4III      7.54   6.17   3.690   2.990   2.8390
  180  HR 6014     16 09 11.214  +06 22 43.300  K1.5IV     6.97   5.94   4.207   3.738   3.6480
  181  HR 6035     16 11 28.737  +16 39 56.490  A0V        6.11   6.09   6.026   6.035   6.0400
  182  HR 6047     16 13 15.429  +05 01 15.910  K5III      6.96   5.46   2.877   2.182   2.0250
  183  HR 6048     16 13 50.904  -11 50 15.880  K3III      6.65   5.25   2.817   2.153   2.0130
  184  HR 6092     16 19 44.300  +46 18 48.000  B5IV       3.74   3.89   4.206   4.299   4.3220
  185  HR 6108     16 22 29.218  +33 42 12.520  K5III      6.97   5.41   2.612   1.871   1.6940
  186  HR 6123     16 25 24.167  +37 23 38.680  A5V        5.69   5.53   5.110   5.015   4.9910
  187  HR 6136     16 28 33.981  +00 39 54.000  K4III      6.89   5.40   2.837   2.174   2.0050
  188  HR 6154     16 31 13.431  +22 11 43.640  K5III      7.42   5.78   2.788   2.034   1.8430
  189  HD 149414   16 34 42.353  -04 13 44.650  F8        10.37   9.63   8.030   7.605   7.5150
  190  SAO 084648  16 51 27.468  +28 07 18.560  G2V        7.97   7.08   5.403   4.923   4.8390
  191  HD 152156   16 52 15.090  -15 52 58.850  F5V       10.44   9.80   7.992   7.662   7.5440
  192  HR 6269     16 53 25.220  -20 24 55.990  G5IV       6.53   5.87   4.592   4.276   4.2030
  193  HD 153147   16 57 31.863  +05 25 32.500  F8        10.29   9.65   8.070   7.814   7.7500
  194  HR 6307     16 57 42.307  +24 22 52.530  K0III      7.42   6.33   4.457   3.938   3.8310
  195  SAO 102567  17 03 49.153  +17 11 21.080  G2V        9.79   9.13   7.911   7.630   7.5740
  196  HD 154363   17 05 03.394  -05 03 59.420  K5V        8.89   7.73   5.455   4.855   4.7400
  197  HR 6388     17 09 33.247  +40 46 37.310  K3III      6.36   5.07   2.871   2.250   2.1220
  198  HR 6481     17 24 31.537  +16 18 03.620  A3V        5.81   5.74   5.555   5.527   5.5130
  199  HD 157948   17 24 42.425  +38 02 10.520  G5         8.86   8.10   6.640   6.205   6.1150

  200  HR 6514     17 26 04.837  +58 39 06.820  A4V        6.63   6.49   6.209   6.153   6.1300
  201  HD 158226   17 26 43.196  +31 04 37.890  G1V        9.09   8.50   7.370   7.055   6.9850
  202  HD 158809   17 31 25.403  -02 32 19.710  G0         8.77   8.13   6.800   6.470   6.4150
  203  HR 6538     17 32 00.992  +34 16 16.120  G5V        7.21   6.56   5.384   5.106   5.0490
  204  SAO 085357  17 43 15.643  +21 36 33.150  K0V        8.27   7.50   6.021   5.622   5.5390
  205  HR 6623     17 46 27.526  +27 43 14.430  G5IV       4.17   3.41   2.127   1.814   1.7390
  206  HD 162208   17 47 58.558  +39 58 50.910  A0         7.80   7.60   7.200   7.123   7.0950
  207  HD 161903   17 48 19.224  -01 48 29.720  A2         8.01   7.75   7.133   7.023   6.9900
  208  HR 6628     17 49 10.476  -31 42 11.530  B8V        4.76   4.80   4.715   4.735   4.7550
  209  HR 6688     17 53 31.729  +56 52 21.510  K2III      4.92   3.74   1.735   1.172   1.0480
  210  HR 6705     17 56 36.369  +51 29 20.020  K5III      3.75   2.23  -0.430  -1.150  -1.3100
  211  HR 6696     17 57 26.984  +11 02 40.350  A1V        6.45   6.33   6.008   5.953   5.9390
  212  HR 6707     17 58 30.149  +30 11 21.390  F2II       4.76   4.41   3.500   3.265   3.2200
  213  HD 163810   17 58 38.452  -13 05 49.640  G3V       10.24   9.62   8.337   7.997   7.9470
  214  HR 6698     17 59 01.591  -09 46 25.070  G9III      4.32   3.32   1.721   1.272   1.1830
  215  HR 6712     18 00 15.798  +04 22 07.010  B2Ve       4.68   4.78   4.705   4.660   4.5350
  216  HR 6722     18 00 57.271  +15 05 36.780  G5IV       6.99   6.29   4.967   4.628   4.5660
  217  HR 6736     18 03 52.444  -24 21 38.620  O8Iab:..   5.93   5.93   5.713   5.697   5.7130
  218  HR 6793     18 08 02.238  +36 24 04.550  K2.5III    6.65   5.48   4.067   3.254   3.2250
  219  HR 6807     18 09 58.995  +36 27 58.620  G8III      6.48   5.57   3.982   3.538   3.4400
  220  HR 6847     18 15 32.463  +45 12 33.540  G2V        6.91   6.30   5.133   4.840   4.7830
  221  SAO 047499  18 26 37.725  +46 05 01.590  G1V        8.93   8.31   7.070   6.748   6.6850
  222  SAO 123509  18 27 39.110  +06 31 55.750  A3         8.69   8.46   7.804   7.695   7.6440
  223  HR 6961     18 33 53.485  -24 01 56.210  K3III      7.35   5.51   2.283   1.518   1.2700
  224  HD 171620   18 34 30.694  +34 24 56.290  F6p        8.06   7.56   6.538   6.287   6.2430
  225  SAO 086267  18 38 16.108  +28 55 31.510  G5V        9.12   8.42   7.064   6.715   6.6510
  226  HR 7064     18 46 04.480  +26 39 43.660  K3III      6.03   4.83   2.770   2.188   2.0630
  227  HR 7046     18 46 20.608  -22 23 31.830  K5III      7.02   5.39   2.442   1.655   1.4800
  228  SAO 124054  18 55 40.883  +04 15 55.160  G8V        8.92   8.03   6.382   5.928   5.8350
  229  HD 175617   18 56 20.770  -04 24 48.660  G5        10.81  10.10   8.750   8.440   8.4050
  230  HR 7208     19 02 21.566  +08 22 24.740  K2III      7.94   6.30   3.409   2.674   2.4990
  231  SAO 124238  19 04 47.081  +09 55 52.310  A5         9.13   8.84   8.281   8.145   8.1260
  232  HR 7244     19 05 47.128  +29 55 18.020  M0III      8.01   6.34   3.135   2.342   2.1390
  233  HR 7236     19 06 14.938  -04 52 57.190  B9Vn       3.35   3.42   3.559   3.586   3.6000
  234  HR 7250     19 06 38.398  +24 15 02.850  A4III      5.89   5.78   5.555   5.521   5.5010
  235  SAO 124283  19 07 02.042  +07 36 57.150  K5V       10.28   9.22   7.147   6.572   6.4650
  236  SAO 104518  19 08 24.166  +10 22 48.950  F0         8.63   8.30   7.573   7.380   7.2980
  237  HD 179626   19 13 20.719  +00 35 42.320  F7V-VI     9.67   9.14   7.950   7.660   7.6200
  238  HD 180398   19 15 57.988  +13 06 29.450  B9         7.97   7.93   7.647   7.613   7.5370
  239  HD 181231   19 19 42.370  +00 02 59.490  B9V        8.79   8.58   7.767   7.680   7.5700
  240  SAO 104728  19 19 53.065  +11 32 05.870  A2V        6.12   6.02   5.822   5.787   5.7730
  241  HD 181308   19 20 05.154  -01 35 46.910  B8         8.91   8.70   7.965   7.880   7.7800
  242  SAO 087157  19 24 18.137  +20 31 51.110  F6V        9.19   8.70   7.572   7.302   7.2380
  243  HR 7386     19 25 25.757  +24 54 45.980  F7V        6.70   6.20   5.130   4.895   4.8700
  244  HD 338529   19 32 31.910  +26 23 26.130  B5         9.72   9.37   8.423   8.153   8.1130
  245  SAO 068491  19 33 27.080  +33 12 06.710  G0V        7.20   6.61   5.464   5.147   5.0970
  246  HR 7503     19 41 48.953  +50 31 30.210  G1.5Vb     6.60   5.96   4.794   4.497   4.4310
  247  HR 7504     19 41 51.972  +50 31 03.080  G3V        6.86   6.20   5.033   4.728   4.6630
  248  HR 7525     19 46 15.579  +10 36 47.740  K3II       4.27   2.72   0.208  -0.470  -0.6400
  249  HR 7557     19 50 46.999  +08 52 05.950  A7V        0.99   0.77   0.327   0.228   0.2050
  250  HD 187664   19 51 41.840  -14 46 36.720  A3III      7.13   6.88   6.111   5.989   5.9420
  251  HD 188262   19 53 45.933  +16 46 41.140  G0         8.49   7.74   5.900   5.433   5.3000
  252  HD 188510   19 55 09.678  +10 44 27.380  G5Vw       9.39   8.82   7.570   7.215   7.1850
  253  HR 7615     19 56 18.371  +35 05 00.320  K0III      4.92   3.90   2.205   1.750   1.6530
  254  HD 189558   20 01 00.245  -12 15 20.340  G0/G1V     8.27   7.72   6.530   6.175   6.1300
  255  SAO 069353  20 04 23.566  +33 33 01.780  G8V        8.33   7.48   5.841   5.379   5.2980
  256  HD 227638   20 05 51.951  +42 07 40.460  K0        10.81   9.81   8.450   7.825   7.6850
  257  HD 229274   20 24 36.098  +41 30 02.590  Fp         9.63   9.06   7.725   7.335   7.2750
  258  HD 194598   20 26 11.918  +09 27 00.410  F7V-VI     8.85   8.36   7.295   7.005   6.9550
  259  SAO 049769  20 32 51.642  +41 53 54.520  G9V        7.89   7.09   5.502   5.054   4.9690
  260  HR 7914     20 40 45.141  +19 56 07.930  G5V        7.08   6.45   5.280   4.986   4.9300
  261  HR 7949     20 46 12.682  +33 58 12.920  K0III      3.49   2.50   0.683   0.166   0.0800
  262  HR 7994     20 53 05.596  -11 34 25.170  G1V        7.01   6.39   5.183   4.867   4.8000
  263  HR 8005     20 53 53.892  +33 26 16.400  K5III      7.03   5.48   2.706   1.938   1.7770
  264  HR 8032     20 58 16.351  +22 19 33.260  K3.5III    6.74   5.30   2.846   2.175   2.0120
  265  HD 200077   20 59 55.276  +40 15 31.750  F8         7.11   6.56   5.477   5.173   5.1070
  266  HD 200580   21 04 07.388  +02 59 40.130  F9V        7.86   7.33   6.170   5.840   5.7750
  267  HR 8066     21 04 34.652  +05 30 10.300  K5III      7.32   5.62   2.740   2.017   1.8240
  268  HR 8133     21 13 42.482  +64 24 14.220  G2IV+      6.97   6.39   5.268   4.978   4.9200
  269  HR 8143     21 17 24.952  +39 23 40.850  B9Iab      4.34   4.25   3.850   3.775   3.7400
  270  HD 203856   21 23 35.530  +40 01 07.020  A0         7.33   7.20   6.908   6.861   6.8350
  271  HR 8205     21 26 28.053  +01 06 12.090  F5V        6.54   6.12   5.233   5.037   4.9790
  272  SAO 050940  21 29 46.817  +45 53 40.160  G8V        8.66   7.90   6.534   6.146   6.0760
